Header	Japanese	Google Translate	Translated	Notes
0	影の憲兵(かげのけんぺい)⏎⏎本当にはらが立つやつらだ……⏎影の大王にしたがうなんてさ。⏎でも、けっこう強かったりするから⏎めんどうくさいんだ。	"The Shadow Military Police (Kage no Kenpei) ⏎⏎These guys are really pissed off...⏎They follow the Shadow King. ⏎But it's quite strong, so ⏎it's a pain."	"Grey Guard⏎
⏎
Violent servants of⏎
the Shadow Lord。⏎
They’re quite strong⏎
so be careful!"	
0	ウェン⏎⏎いきおいよく旅に出たけど⏎これから先もこういうのが⏎たくさんいるんだろうか。⏎父さん、気が重いよ……	"Wen⏎⏎I went on a trip with great energy, but I wonder if there will be many more like this⏎in the future. ⏎Dad, I feel heavy..."	"Wenn⏎
⏎
I was excited to set⏎
out on this quest、⏎
but these things put⏎
a quick stop to that!"	
0	グリーンキャタピラ⏎⏎正直にいうと、こいつはにがて。⏎色もニオイもダメ。⏎さわるなんてとんでもない。⏎こっち来るな!	"Green Caterpillar⏎⏎To be honest, this one is bitter. ⏎No color or odor. ⏎It's outrageous to touch it. ⏎Don't come here!"	"Green Caterpillar⏎
⏎
I can’t stand these⏎
things! They look⏎
and smell gross。⏎
Keep it away!"	
0	パープルキャタピラ⏎⏎みどり色のより強いんだと思う。⏎いや、強いなんて思ったら負け。⏎だって、虫だよ、虫。⏎うーん、やっぱりキライだ。	"Purple Caterpillar⏎⏎I think it's stronger than the green one. ⏎No, if you think you're strong, you'll lose. ⏎Because it's a bug, a bug. ⏎Hmm, I still hate it."	"Purple Caterpillar⏎
⏎
Stronger than the⏎
green ones。I can’t⏎
stand them either!"	
0	ハチ⏎⏎ぶんぶんうるさい虫。⏎虫だ。⏎虫だからそれほど強くない⏎はずなんだけど……⏎ハチミツおとしてくれないかな。	"Bee⏎⏎A noisy insect. ⏎It's an insect. ⏎Since it's an insect, it's not that strong.⏎But... ⏎I wonder if you could put some honey down for me."	"Bee⏎
⏎
A buzzing insect。⏎
How tough can a bee…⏎
be? Maybe it’ll drop⏎
some honey?"	
0	くも⏎⏎くも。虫。かいぶつかもしれないけど⏎虫だと思う事。⏎そうすれば気持ちがおちつく。⏎おちついて戦えば⏎こわいモノナシ!	"Spider⏎⏎Spider. insect. It may be a conflict, but I think it's a bug. ⏎If you do that, you will feel better. ⏎If you stay calm and fight, ⏎It won't be scary!"	"Spider⏎
⏎
If you think of it⏎
as a bug instead of⏎
a monster、it’s not⏎
so scary! Stay calm!"	
0	影のたて憲兵⏎⏎にくい影の憲兵団。⏎こいつはたてを持っているな。⏎やっかいだけど、れいせいに⏎後ろに回りこんで……⏎ぼくの方がずっと素早い。	"Shadow military police ⏎⏎ A difficult shadow military police corps. ⏎This guy has a vertical head. ⏎It's a pain, but Reisei ⏎Get behind me... ⏎I'm much faster."	"Grey Guard (Shield)⏎
⏎
A tough Grey Guard⏎
with a large shield。⏎
You can’t fight them⏎
head-on、but they’re⏎
slow at turning…"	
0	影のパワー憲兵⏎⏎影の憲兵団とは何度も戦った。⏎でも、こいつはデカイぞ。⏎いや、大きさなんて気にするな。⏎こっちは小さいけど⏎小回りはきくんだ。	"Shadow Power Military Police⏎⏎I fought against the Shadow Military Police many times. ⏎But this guy is huge. ⏎No, don't worry about the size. ⏎This one is small, but ⏎ it can turn in a tight corner."	影のパワー憲兵⏎⏎影の憲兵団とは何度も戦った。⏎でも、こいつはデカイぞ。⏎いや、大きさなんて気にするな。⏎こっちは小さいけど⏎小回りはきくんだ。	
0	影のエリート憲兵⏎⏎なんだこの他人を見下した感じ。⏎いやだな……⏎きっとぼくの事なんか⏎バカにしてるんだろうな。⏎そうはいくか!	The shadow elite military police⏎⏎I feel like they look down on others. ⏎I don't like it...⏎I'm sure you're making fun of me. ⏎I guess so!	影のエリート憲兵⏎⏎なんだこの他人を見下した感じ。⏎いやだな……⏎きっとぼくの事なんか⏎バカにしてるんだろうな。⏎そうはいくか!	
0	ワニ⏎⏎ワニだよ……ワニ。⏎本でしか見た事がなかった。⏎ちょっとカッコイイ動物。⏎いや、そんな事⏎言ってられない!	"Crocodile⏎⏎It's a crocodile...a crocodile. ⏎I had only seen it in books. ⏎Some cool animals. ⏎No, I can't say that!"	"Crocodile⏎
⏎
I had only read about⏎
crocodiles in books。⏎
I’d be more excited to⏎
see one if it wasn’t⏎
trying to eat me!"	
0	水ヘビ⏎⏎水の中はこわい。⏎何がいるかわからないから。⏎こんなヤツがいるんだと思うと⏎ゾゾゾ……だ。	"Water snake⏎⏎It's scary in the water. ⏎Because I don't know what's going on. ⏎When I think that a guy like this exists, ⏎ it makes me shudder."	水ヘビ⏎⏎水の中はこわい。⏎何がいるかわからないから。⏎こんなヤツがいるんだと思うと⏎ゾゾゾ……だ。	
0	きゅうけつ虫⏎⏎からだにすい付いて血をすうやつら。⏎しかも むれになっている。⏎うわ……首すじがムズムズしてきた。⏎ザワザワザワ……	These are the ones that cling to your body and bleed blood. ⏎And it's messy. ⏎Wow...my neck is starting to tingle. ⏎Zawazawazawa…	"Leech⏎
⏎
Nasty little things⏎
that cling to your⏎
body and drink your⏎
blood - disgusting!"	
0	フロッグフィッシュ⏎⏎どうして魚なんかに⏎おそわれるんだ。⏎この世界も影の大王の⏎味方なんだろうか。⏎いや、まさか。	"Frogfish⏎⏎Why are you attacked by fish? ⏎I wonder if this world is also an ally of the Great Shadow King. ⏎No, no way."	"Frogfish⏎
⏎
Why are fish attack-⏎
ing us? Could they⏎
be servants of the⏎
Shadow Lord?⏎
No… that’s silly"	
0	ネズミ⏎⏎ただのネズミのはず。⏎デルの町にもネズミはいて⏎母さんはいつも大さわぎ。⏎でも、ここのネズミはふつうじゃない。⏎母さんがここにいなくて良かった。	Mouse⏎⏎It's supposed to be just a mouse. ⏎There are rats in Del's town too. ⏎My mother is always in a fuss. ⏎But the rats here are not normal. ⏎I'm glad my mother isn't here.	"Rat⏎
⏎
There are rats back⏎
in Del、but not like⏎
these! Mother would⏎
be terrified of⏎
these beasts!"	
0	オオカミもどき⏎⏎オオカミに見えるけど⏎これはモンスターだ。⏎オオカミだって⏎十分こわいっていうのに。	"It looks like a wolf⏎⏎It looks like a wolf, but⏎This is a monster. Even ⏎wolves are scary enough."	"Wolf⏎
⏎
It looks like a wolf、⏎
but it’s really some⏎
sort of monster! I⏎
thought wolves were⏎
scary enough!"	
0	大さそり⏎⏎いかにも てきって感じのやつ。⏎わるぎはないんだろうけど⏎おそってくるなら倒さないと。⏎虫……なのかな。⏎虫だと少しは気が楽。	"A large scorpion⏎⏎It looks like a big scorpion. ⏎I don't think it's dangerous, but ⏎I have to defeat it if it threatens me. ⏎I wonder if it's an insect... ⏎I feel a little more at ease with insects."	"Scorpion⏎
⏎
A large scorpion。I⏎
don’t know if it’s⏎
really my enemy、but⏎
I’ll fight it if it⏎
threatens us!"	
0	サンドキャタピラ⏎⏎苦手なイモムシ。⏎何かのよう虫なんだろう。⏎きっと成虫はもっとやっかいだ。⏎そう思っていまのうちにたおす!⏎うう……でもキライだ。	"Sand caterpillar⏎⏎A caterpillar that I don't like. ⏎It must be some sort of insect. ⏎Adult insects are probably more troublesome. ⏎With that in mind, I'll defeat it now! ⏎Ugh...but I hate it."	"Sand Caterpillar⏎
⏎
A caterpillar that⏎
lives in the sand。⏎
Better to fight it⏎
now than after it⏎
grows up!"	
0	タランチュラ⏎⏎住んでいるばしょが変われば⏎虫の色も変わる。⏎この旅で学んだ事だ。⏎デルからはなれるほど てきが⏎強くなるのも、この旅で⏎学んだ事。	"Tarantulas⏎⏎If the habitat they live in changes,⏎the color of the insect will also change. ⏎This is what I learned on this trip. ⏎One thing I learned on this trip is that the more you get away from Dell, the stronger you become."	"Tarantula⏎
⏎
Their color varies⏎
by location and they⏎
get stronger farther⏎
away from Del。I⏎
guess I do too!"	
0	ウスバカゲロウ⏎⏎あまくみるとこうかいする。⏎父さんが言ってた。⏎こういう相手と戦うと⏎その言葉の意味がよくわかる。⏎こんなのに負けたら⏎父さんにあわせる顔がない。	"This is what it looks like when you look at it sweetly. ⏎My father said that. ⏎When you fight against an opponent like this, ⏎ you will understand the meaning of that word. ⏎If I lose at something like this ⏎I won't have the face to match my father."	ウスバカゲロウ⏎⏎あまくみるとこうかいする。⏎父さんが言ってた。⏎こういう相手と戦うと⏎その言葉の意味がよくわかる。⏎こんなのに負けたら⏎父さんにあわせる顔がない。	
0	赤いはね虫⏎⏎赤いはねの虫。⏎ただそれだけのやつ。⏎ただそれだけ……のはずなのに⏎命のきけんを感じてしまうのは⏎どういうわけだろう。	Red splash bug⏎⏎Red splash bug. ⏎That's all there is to it. ⏎It was supposed to be just that...but ⏎I felt like my life was in danger.⏎I wonder why.	赤いはね虫⏎⏎赤いはねの虫。⏎ただそれだけのやつ。⏎ただそれだけ……のはずなのに⏎命のきけんを感じてしまうのは⏎どういうわけだろう。	
0	青じた赤トカゲ⏎⏎青いしたがチロチロと出たり入ったり。⏎あれは何をしているんだろう。⏎ぼくたちの事をしらべて⏎いるんだろうか。⏎マネしながら戦うと したを⏎かむから気をつけなくては!	"A blue-red lizard⏎⏎It was blue, but it moved in and out. ⏎What is that doing? I wonder if they are ⏎looking into us. ⏎If you try to imitate him while fighting, he will bite you, so you have to be careful!"	青じた赤トカゲ⏎⏎青いしたがチロチロと出たり入ったり。⏎あれは何をしているんだろう。⏎ぼくたちの事をしらべて⏎いるんだろうか。⏎マネしながら戦うと したを⏎かむから気をつけなくては!	
0	パイソン⏎⏎はははは……⏎ははははは……⏎だから水の中はきらいなんだ。⏎こういうのがヌルっと⏎足をなでたりさ。	Python⏎⏎Hahahaha...⏎Hahahahaha...⏎That's why I don't like being in the water. ⏎This kind of thing is so slippery⏎I stroke my feet.	パイソン⏎⏎はははは……⏎ははははは……⏎だから水の中はきらいなんだ。⏎こういうのがヌルっと⏎足をなでたりさ。	
0	くまんばち⏎⏎ハチミツが手に入るかも! と⏎思うと戦わずにはいられない。⏎ブンブンブンブンブン……⏎おねがいだからささないで!	"Bear Bee⏎⏎When I think ⏎ that I might get some honey, I can't help but fight. ⏎Boom boom boom boom boom...⏎Please don't touch me!"	くまんばち⏎⏎ハチミツが手に入るかも! と⏎思うと戦わずにはいられない。⏎ブンブンブンブンブン……⏎おねがいだからささないで!	
0	山ぞく⏎⏎みんな苦労して⏎生きているというのに……⏎そんな人たちのものを⏎うばいとるなんて……⏎山ぞくめ! ぼくはゆるさないからな!	⏎Yamazoku⏎⏎Everyone is struggling ⏎to survive...⏎How dare you steal what belongs to such people...⏎Mountainzoku! I won't forgive you!	山ぞく⏎⏎みんな苦労して⏎生きているというのに……⏎そんな人たちのものを⏎うばいとるなんて……⏎山ぞくめ! ぼくはゆるさないからな!	
